,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
1774,Io,Tiny,Doom,Grimstroke,Lifestealer,Gyrocopter,Void Spirit,Clockwerk,Invoker,Enigma
1775,Tiny,Snapfire,Abaddon,Wraith King,Void Spirit,Phoenix,Faceless Void,Witch Doctor,Centaur Warrunner,Monkey King
1776,Rubick,Treant Protector,Gyrocopter,Queen of Pain,Nature's Prophet,Witch Doctor,Dark Seer,Clockwerk,Death Prophet,Sven
1777,Rubick,Undying,Troll Warlord,Storm Spirit,Magnus,Earth Spirit,Terrorblade,Slardar,Winter Wyvern,Viper
1778,Venomancer,Ogre Magi,Sand King,Morphling,Queen of Pain,Rubick,Terrorblade,Oracle,Centaur Warrunner,Legion Commander
1779,Tiny,Nature's Prophet,Underlord,Jakiro,Juggernaut,Venomancer,Spectre,Lina,Sand King,Monkey King
1780,Crystal Maiden,Magnus,Earth Spirit,Dark Seer,Lifestealer,Rubick,Venomancer,Queen of Pain,Undying,Faceless Void
1781,Phoenix,Faceless Void,Chen,Invoker,Axe,Mirana,Beastmaster,Elder Titan,Morphling,Queen of Pain
1782,Phoenix,Ogre Magi,Axe,Weaver,Storm Spirit,Vengeful Spirit,Clinkz,Batrider,Undying,Underlord
1783,Ogre Magi,Medusa,Nyx Assassin,Venomancer,Slark,Tiny,Silencer,Doom,Terrorblade,Void Spirit
1784,Enchantress,Rubick,Pangolier,Invoker,Ursa,Mirana,Earthshaker,Lina,Faceless Void,Legion Commander
1785,Mirana,Clockwerk,Mars,Wraith King,Lina,Earthshaker,Queen of Pain,Witch Doctor,Faceless Void,Venomancer
1786,Earthshaker,Death Prophet,Windranger,Legion Commander,Sven,Tiny,Silencer,Leshrac,Medusa,Sand King
1787,Nature's Prophet,Winter Wyvern,Nyx Assassin,Medusa,Leshrac,Doom,Dark Seer,Grimstroke,Riki,Pangolier
1788,Mirana,Ember Spirit,Shadow Demon,Terrorblade,Night Stalker,Earthshaker,Death Prophet,Nyx Assassin,Nature's Prophet,Naga Siren
1789,Clockwerk,Ember Spirit,Rubick,Centaur Warrunner,Arc Warden,Earthshaker,Mirana,Void Spirit,Necrophos,Morphling
1790,Treant Protector,Lion,Sand King,Riki,Wraith King,Phoenix,Void Spirit,Witch Doctor,Underlord,Faceless Void
1791,Enchantress,Rubick,Pangolier,Underlord,Spectre,Tiny,Nature's Prophet,Ogre Magi,Puck,Slark
1792,Snapfire,Anti-Mage,Earthshaker,Batrider,Doom,Phoenix,Void Spirit,Nyx Assassin,Faceless Void,Axe
1793,Rubick,Legion Commander,Jakiro,Lone Druid,Terrorblade,Void Spirit,Ogre Magi,Silencer,Sand King,Medusa
1794,Vengeful Spirit,Storm Spirit,Lion,Riki,Brewmaster,Mirana,Winter Wyvern,Tiny,Underlord,Medusa
1795,Ember Spirit,Legion Commander,Undying,Phantom Lancer,Witch Doctor,Enchantress,Morphling,Axe,Dazzle,Queen of Pain
1796,Batrider,Clockwerk,Lich,Spectre,Venomancer,Silencer,Legion Commander,Mirana,Gyrocopter,Storm Spirit
1797,Treant Protector,Void Spirit,Puck,Ursa,Lich,Witch Doctor,Ember Spirit,Rubick,Legion Commander,Gyrocopter
1798,Tiny,Clinkz,Doom,Viper,Shadow Demon,Winter Wyvern,Spectre,Mirana,Axe,Lina
1799,Phoenix,Nyx Assassin,Spectre,Brewmaster,Pangolier,Snapfire,Legion Commander,Rubick,Terrorblade,Kunkka
1800,Winter Wyvern,Bounty Hunter,Death Prophet,Beastmaster,Troll Warlord,Silencer,Spectre,Clockwerk,Lina,Lich
1801,Nature's Prophet,Witch Doctor,Mirana,Slark,Underlord,Grimstroke,Void Spirit,Phoenix,Legion Commander,Leshrac
1802,Enchantress,Earthshaker,Invoker,Slark,Centaur Warrunner,Mirana,Ember Spirit,Winter Wyvern,Kunkka,Naga Siren
1803,Enchantress,Pangolier,Vengeful Spirit,Storm Spirit,Phantom Lancer,Nature's Prophet,Batrider,Tiny,Riki,Grimstroke
1804,Enchantress,Earthshaker,Centaur Warrunner,Troll Warlord,Pugna,Mirana,Sand King,Winter Wyvern,Ursa,Sniper
1805,Nature's Prophet,Earthshaker,Jakiro,Puck,Snapfire,Vengeful Spirit,Terrorblade,Winter Wyvern,Queen of Pain,Nyx Assassin
1806,Chen,Kunkka,Rubick,Broodmother,Visage,Mirana,Death Prophet,Earthshaker,Necrophos,Naga Siren
1807,Mirana,Ogre Magi,Brewmaster,Zeus,Wraith King,Disruptor,Tiny,Enigma,Faceless Void,Storm Spirit
1808,Earthshaker,Void Spirit,Vengeful Spirit,Medusa,Night Stalker,Clockwerk,Nature's Prophet,Spectre,Zeus,Pangolier
1809,Phoenix,Anti-Mage,Ogre Magi,Void Spirit,Brewmaster,Clockwerk,Mirana,Shadow Demon,Ursa,Sniper
1810,Earthshaker,Disruptor,Centaur Warrunner,Anti-Mage,Puck,Clockwerk,Nature's Prophet,Rubick,Tiny,Alchemist
1811,Mars,Phoenix,Ogre Magi,Faceless Void,Kunkka,Earthshaker,Bane,Doom,Spectre,Zeus
1812,Mars,Mirana,Shadow Demon,Templar Assassin,Weaver,Phoenix,Anti-Mage,Treant Protector,Doom,Dragon Knight
1813,Mars,Rubick,Lich,Phantom Lancer,Templar Assassin,Earthshaker,Terrorblade,Shadow Demon,Void Spirit,Mirana
1814,Mars,Earthshaker,Disruptor,Naga Siren,Sniper,Ogre Magi,Terrorblade,Void Spirit,Doom,Skywrath Mage
1815,Ogre Magi,Puck,Doom,Rubick,Juggernaut,Queen of Pain,Phoenix,Shadow Shaman,Wraith King,Clockwerk
1816,Clockwerk,Ember Spirit,Shadow Demon,Mars,Lifestealer,Earthshaker,Disruptor,Void Spirit,Batrider,Phantom Lancer
1817,Queen of Pain,Ogre Magi,Mars,Morphling,Shadow Demon,Earthshaker,Viper,Bane,Drow Ranger,Venomancer
1818,Mars,Rubick,Ember Spirit,Clockwerk,Spectre,Vengeful Spirit,Mirana,Elder Titan,Morphling,Drow Ranger
1819,Mirana,Jakiro,Tiny,Puck,Phantom Lancer,Treant Protector,Rubick,Mars,Terrorblade,Void Spirit
1820,Queen of Pain,Clockwerk,Shadow Shaman,Terrorblade,Pangolier,Nyx Assassin,Viper,Nature's Prophet,Disruptor,Faceless Void
1821,Shadow Demon,Mirana,Magnus,Ember Spirit,Juggernaut,Snapfire,Earth Spirit,Nature's Prophet,Doom,Invoker
1822,Earth Spirit,Void Spirit,Undying,Morphling,Earthshaker,Phoenix,Kunkka,Tiny,Enigma,Spectre
1823,Phoenix,Void Spirit,Bane,Morphling,Doom,Snapfire,Faceless Void,Kunkka,Rubick,Ancient Apparition
1824,Tusk,Morphling,Snapfire,Puck,Abaddon,Phoenix,Treant Protector,Void Spirit,Spectre,Axe
1825,Earthshaker,Disruptor,Doom,Naga Siren,Death Prophet,Rubick,Phoenix,Lina,Wraith King,Treant Protector
1826,Queen of Pain,Snapfire,Faceless Void,Elder Titan,Tiny,Vengeful Spirit,Terrorblade,Mars,Void Spirit,Skywrath Mage
1827,Queen of Pain,Snapfire,Pangolier,Grimstroke,Lifestealer,Phoenix,Vengeful Spirit,Terrorblade,Puck,Slardar
1828,Mars,Winter Wyvern,Queen of Pain,Nyx Assassin,Anti-Mage,Vengeful Spirit,Earthshaker,Ember Spirit,Terrorblade,Bane
1829,Phoenix,Mars,Morphling,Rubick,Kunkka,Vengeful Spirit,Clinkz,Ember Spirit,Earthshaker,Phantom Lancer
1830,Phoenix,Visage,Ember Spirit,Earth Spirit,Faceless Void,Treant Protector,Snapfire,Void Spirit,Batrider,Gyrocopter
1831,Visage,Clockwerk,Shadow Shaman,Death Prophet,Monkey King,Earthshaker,Bristleback,Ember Spirit,Winter Wyvern,Terrorblade
1832,Shadow Demon,Rubick,Mars,Ursa,Windranger,Earthshaker,Visage,Witch Doctor,Elder Titan,Mirana
1833,Bloodseeker,Shadow Demon,Crystal Maiden,Lycan,Leshrac,Tiny,Oracle,Juggernaut,Underlord,Nature's Prophet
1834,Rubick,Bloodseeker,Crystal Maiden,Void Spirit,Morphling,Jakiro,Earth Spirit,Faceless Void,Venomancer,Oracle
1835,Jakiro,Void Spirit,Earth Spirit,Monkey King,Abaddon,Clockwerk,Grimstroke,Underlord,Nature's Prophet,Juggernaut
1836,Vengeful Spirit,Storm Spirit,Chen,Nature's Prophet,Morphling,Phoenix,Arc Warden,Undying,Dragon Knight,Necrophos
1837,Earth Spirit,Witch Doctor,Storm Spirit,Spectre,Sand King,Rubick,Dark Seer,Tusk,Queen of Pain,Juggernaut
1838,Tiny,Warlock,Legion Commander,Terrorblade,Void Spirit,Jakiro,Abaddon,Rubick,Troll Warlord,Leshrac
1839,Tiny,Vengeful Spirit,Magnus,Juggernaut,Shadow Demon,Rubick,Bloodseeker,Jakiro,Faceless Void,Timbersaw
1840,Tiny,Enchantress,Rubick,Drow Ranger,Beastmaster,Earth Spirit,Venomancer,Jakiro,Death Prophet,Sven
1841,Tiny,Invoker,Sven,Grimstroke,Underlord,Oracle,Dark Seer,Clockwerk,Dragon Knight,Juggernaut
1842,Tiny,Batrider,Invoker,Lifestealer,Pangolier,Earth Spirit,Oracle,Dark Seer,Void Spirit,Weaver
1843,Venomancer,Spirit Breaker,Vengeful Spirit,Drow Ranger,Puck,Shadow Demon,Ember Spirit,Mirana,Faceless Void,Timbersaw
1844,Warlock,Alchemist,Rubick,Storm Spirit,Night Stalker,Oracle,Dark Seer,Clockwerk,Faceless Void,Queen of Pain
1845,Io,Sven,Rubick,Centaur Warrunner,Death Prophet,Warlock,Ember Spirit,Tusk,Arc Warden,Necrophos
1846,Io,Sven,Lina,Underlord,Jakiro,Doom,Grimstroke,Void Spirit,Arc Warden,Tusk
1847,Phoenix,Mars,Grimstroke,Terrorblade,Void Spirit,Vengeful Spirit,Arc Warden,Doom,Mirana,Ember Spirit
1848,Doom,Dark Seer,Jakiro,Batrider,Sven,Vengeful Spirit,Arc Warden,Rubick,Underlord,Puck
1849,Dark Seer,Morphling,Lina,Bane,Dragon Knight,Phoenix,Doom,Disruptor,Spectre,Windranger
1850,Batrider,Clockwerk,Skywrath Mage,Beastmaster,Drow Ranger,Tiny,Venomancer,Morphling,Shadow Demon,Abaddon
1851,Doom,Disruptor,Enchantress,Clinkz,Void Spirit,Phoenix,Dark Seer,Clockwerk,Pugna,Arc Warden
1852,Venomancer,Elder Titan,Rubick,Ember Spirit,Dragon Knight,Dark Seer,Clockwerk,Grimstroke,Tiny,Slark
1853,Rubick,Faceless Void,Jakiro,Queen of Pain,Brewmaster,Disruptor,Batrider,Earthshaker,Venomancer,Terrorblade
1854,Batrider,Bane,Earth Spirit,Spectre,Slardar,Disruptor,Slark,Rubick,Centaur Warrunner,Death Prophet
1855,Phoenix,Dragon Knight,Disruptor,Anti-Mage,Puck,Faceless Void,Snapfire,Clockwerk,Dark Seer,Visage
1856,Doom,Undying,Rubick,Spectre,Weaver,Grimstroke,Magnus,Phoenix,Juggernaut,Monkey King
1857,Phoenix,Slark,Kunkka,Ancient Apparition,Legion Commander,Io,Gyrocopter,Disruptor,Necrophos,Void Spirit
1858,Enchantress,Death Prophet,Nyx Assassin,Dark Seer,Ursa,Rubick,Batrider,Warlock,Spectre,Sand King
1859,Grimstroke,Magnus,Nature's Prophet,Riki,Earthshaker,Earth Spirit,Venomancer,Bane,Slark,Timbersaw
1860,Tiny,Witch Doctor,Queen of Pain,Venomancer,Wraith King,Clockwerk,Techies,Magnus,Faceless Void,Pangolier
1861,Clockwerk,Puck,Enigma,Monkey King,Pugna,Elder Titan,Mirana,Dragon Knight,Faceless Void,Lina
1862,Tusk,Ember Spirit,Keeper of the Light,Mars,Naga Siren,Clockwerk,Void Spirit,Grimstroke,Techies,Juggernaut
1863,Earthshaker,Queen of Pain,Spectre,Jakiro,Mars,Tusk,Nature's Prophet,Treant Protector,Pangolier,Lone Druid
1864,Earth Spirit,Snapfire,Nature's Prophet,Zeus,Sand King,Phoenix,Mars,Clockwerk,Terrorblade,Queen of Pain
1865,Phoenix,Mars,Legion Commander,Phantom Lancer,Puck,Snapfire,Batrider,Ogre Magi,Terrorblade,Dragon Knight
1866,Phoenix,Mars,Arc Warden,Bane,Lifestealer,Vengeful Spirit,Medusa,Void Spirit,Batrider,Kunkka
1867,Enchantress,Nature's Prophet,Tusk,Spectre,Necrophos,Earthshaker,Bane,Mirana,Naga Siren,Enigma
1868,Phoenix,Clockwerk,Mars,Terrorblade,Void Spirit,Vengeful Spirit,Mirana,Ogre Magi,Ursa,Batrider
1869,Phoenix,Dragon Knight,Puck,Morphling,Lycan,Vengeful Spirit,Mirana,Clockwerk,Tiny,Drow Ranger
1870,Phoenix,Visage,Nyx Assassin,Morphling,Batrider,Snapfire,Pangolier,Ember Spirit,Keeper of the Light,Juggernaut
1871,Tusk,Underlord,Ogre Magi,Lifestealer,Windranger,Doom,Mirana,Oracle,Drow Ranger,Slardar
1872,Clockwerk,Morphling,Rubick,Mars,Clinkz,Doom,Mirana,Ogre Magi,Templar Assassin,Night Stalker
1873,Phoenix,Doom,Disruptor,Timbersaw,Weaver,Io,Sven,Tiny,Omniknight,Rubick
1874,Mirana,Shadow Demon,Tidehunter,Storm Spirit,Terrorblade,Clockwerk,Spectre,Puck,Enigma,Tiny
1875,Clockwerk,Phoenix,Mars,Naga Siren,Windranger,Nature's Prophet,Snapfire,Juggernaut,Earth Spirit,Brewmaster
1876,Vengeful Spirit,Terrorblade,Rubick,Brewmaster,Kunkka,Dark Seer,Tiny,Ember Spirit,Visage,Spectre
1877,Vengeful Spirit,Earthshaker,Kunkka,Batrider,Luna,Dark Seer,Earth Spirit,Nature's Prophet,Troll Warlord,Omniknight
1878,Grimstroke,Tiny,Lycan,Puck,Juggernaut,Phoenix,Spectre,Oracle,Kunkka,Bristleback
1879,Ogre Magi,Snapfire,Ember Spirit,Phantom Lancer,Centaur Warrunner,Phoenix,Faceless Void,Tusk,Invoker,Nature's Prophet
1880,Treant Protector,Snapfire,Legion Commander,Morphling,Void Spirit,Phoenix,Anti-Mage,Clockwerk,Lich,Dragon Knight
1881,Mirana,Ogre Magi,Visage,Ursa,Void Spirit,Mars,Terrorblade,Oracle,Pangolier,Viper
1882,Phoenix,Treant Protector,Queen of Pain,Dragon Knight,Templar Assassin,Vengeful Spirit,Mirana,Ogre Magi,Morphling,Sand King
1883,Rubick,Bloodseeker,Void Spirit,Troll Warlord,Abaddon,Magnus,Oracle,Clockwerk,Monkey King,Lina
1884,Tiny,Pugna,Warlock,Luna,Earth Spirit,Jakiro,Faceless Void,Clockwerk,Abaddon,Dark Seer
1885,Magnus,Vengeful Spirit,Rubick,Timbersaw,Slark,Phoenix,Tiny,Monkey King,Treant Protector,Elder Titan
1886,Phoenix,Viper,Disruptor,Terrorblade,Sand King,Magnus,Windranger,Earthshaker,Nature's Prophet,Sven
1887,Arc Warden,Treant Protector,Rubick,Sand King,Tidehunter,Vengeful Spirit,Luna,Void Spirit,Elder Titan,Beastmaster
1888,Rubick,Dark Seer,Clockwerk,Windranger,Morphling,Io,Tiny,Dark Willow,Sven,Sand King
1889,Magnus,Troll Warlord,Rubick,Undying,Monkey King,Doom,Warlock,Sand King,Faceless Void,Puck
1890,Bloodseeker,Windranger,Rubick,Lifestealer,Ember Spirit,Phoenix,Mars,Crystal Maiden,Drow Ranger,Dragon Knight
1891,Tiny,Rubick,Clockwerk,Terrorblade,Batrider,Magnus,Invoker,Sven,Riki,Abaddon
1892,Rubick,Batrider,Vengeful Spirit,Drow Ranger,Kunkka,Tiny,Abaddon,Gyrocopter,Beastmaster,Elder Titan
1893,Phoenix,Enchantress,Earthshaker,Lycan,Ember Spirit,Dark Seer,Io,Earth Spirit,Oracle,Tidehunter
1894,Dark Seer,Doom,Snapfire,Alchemist,Timbersaw,Io,Tiny,Sven,Elder Titan,Windranger
1895,Clockwerk,Anti-Mage,Grimstroke,Phoenix,Ember Spirit,Io,Dark Seer,Spirit Breaker,Troll Warlord,Abaddon
1896,Magnus,Vengeful Spirit,Clockwerk,Lifestealer,Lina,Grimstroke,Invoker,Sven,Dark Seer,Winter Wyvern
1897,Doom,Vengeful Spirit,Batrider,Slark,Storm Spirit,Grimstroke,Invoker,Phantom Assassin,Slardar,Windranger
1898,Grimstroke,Ember Spirit,Disruptor,Slardar,Phantom Lancer,Doom,Invoker,Rubick,Juggernaut,Undying
1899,Doom,Undying,Phoenix,Kunkka,Ursa,Io,Rubick,Ogre Magi,Faceless Void,Mirana
1900,Magnus,Enchantress,Clockwerk,Anti-Mage,Lina,Undying,Invoker,Windranger,Sven,Night Stalker
1901,Clockwerk,Venomancer,Grimstroke,Doom,Juggernaut,Undying,Magnus,Invoker,Spectre,Lion
1902,Venomancer,Faceless Void,Bloodseeker,Earth Spirit,Slark,Tiny,Chen,Tidehunter,Wraith King,Ember Spirit
1903,Oracle,Sven,Pangolier,Kunkka,Viper,Mirana,Windranger,Bane,Tidehunter,Spectre
1904,Earth Spirit,Grimstroke,Riki,Sand King,Void Spirit,Vengeful Spirit,Bloodseeker,Magnus,Bounty Hunter,Snapfire
1905,Clockwerk,Grimstroke,Pangolier,Drow Ranger,Death Prophet,Snapfire,Vengeful Spirit,Mars,Spectre,Queen of Pain
1906,Bloodseeker,Earth Spirit,Grimstroke,Chaos Knight,Void Spirit,Snapfire,Tusk,Chen,Medusa,Sand King
1907,Earth Spirit,Faceless Void,Rubick,Ogre Magi,Ember Spirit,Snapfire,Bloodseeker,Vengeful Spirit,Templar Assassin,Beastmaster
1908,Phoenix,Faceless Void,Witch Doctor,Invoker,Beastmaster,Tiny,Bloodseeker,Snapfire,Templar Assassin,Riki
1909,Phoenix,Batrider,Chaos Knight,Ancient Apparition,Pangolier,Tiny,Snapfire,Tidehunter,Phantom Lancer,Invoker
1910,Mirana,Legion Commander,Ember Spirit,Ogre Magi,Phantom Lancer,Phoenix,Batrider,Elder Titan,Morphling,Tidehunter
1911,Tiny,Batrider,Vengeful Spirit,Terrorblade,Void Spirit,Phoenix,Earth Spirit,Tidehunter,Arc Warden,Zeus
1912,Clockwerk,Ember Spirit,Grimstroke,Underlord,Outworld Devourer,Tiny,Windranger,Chaos Knight,Timbersaw,Crystal Maiden
1913,Magnus,Faceless Void,Vengeful Spirit,Rubick,Legion Commander,Earth Spirit,Batrider,Chaos Knight,Beastmaster,Undying
1914,Windranger,Tiny,Grimstroke,Earth Spirit,Phantom Assassin,Chen,Void Spirit,Tusk,Beastmaster,Lifestealer
1915,Vengeful Spirit,Grimstroke,Legion Commander,Kunkka,Templar Assassin,Chen,Windranger,Chaos Knight,Outworld Devourer,Mars
1916,Vengeful Spirit,Drow Ranger,Tusk,Void Spirit,Kunkka,Clockwerk,Windranger,Chen,Beastmaster,Chaos Knight
1917,Phoenix,Faceless Void,Elder Titan,Centaur Warrunner,Mars,Venomancer,Mirana,Doom,Sven,Oracle
1918,Abaddon,Morphling,Tusk,Pangolier,Nature's Prophet,Venomancer,Magnus,Mirana,Slark,Void Spirit
1919,Abaddon,Morphling,Underlord,Windranger,Pugna,Batrider,Tiny,Timbersaw,Outworld Devourer,Drow Ranger
1920,Abaddon,Tidehunter,Rubick,Shadow Fiend,Wraith King,Magnus,Oracle,Tiny,Faceless Void,Lina
1921,Clockwerk,Venomancer,Bane,Void Spirit,Naga Siren,Tiny,Batrider,Chen,Morphling,Necrophos
1922,Io,Bloodseeker,Pangolier,Anti-Mage,Dragon Knight,Vengeful Spirit,Tiny,Storm Spirit,Slardar,Riki
1923,Abaddon,Lifestealer,Grimstroke,Windranger,Sand King,Venomancer,Tiny,Slardar,Phantom Assassin,Lina
1924,Faceless Void,Snapfire,Lich,Mars,Death Prophet,Vengeful Spirit,Beastmaster,Chen,Spectre,Invoker
1925,Rubick,Underlord,Spectre,Ancient Apparition,Zeus,Abaddon,Windranger,Morphling,Tidehunter,Phoenix
1926,Grimstroke,Doom,Sven,Winter Wyvern,Zeus,Io,Tusk,Vengeful Spirit,Drow Ranger,Slardar
1927,Tiny,Queen of Pain,Enchantress,Faceless Void,Necrophos,Dark Seer,Crystal Maiden,Invoker,Wraith King,Centaur Warrunner
1928,Rubick,Clockwerk,Queen of Pain,Enchantress,Phantom Assassin,Abaddon,Doom,Grimstroke,Sven,Ember Spirit
1929,Venomancer,Tiny,Nature's Prophet,Templar Assassin,Riki,Rubick,Abaddon,Morphling,Kunkka,Ember Spirit
1930,Venomancer,Sven,Warlock,Slardar,Outworld Devourer,Magnus,Rubick,Lich,Troll Warlord,Tidehunter
1931,Venomancer,Spectre,Clockwerk,Winter Wyvern,Monkey King,Magnus,Rubick,Warlock,Doom,Ember Spirit
1932,Clockwerk,Slark,Disruptor,Void Spirit,Tidehunter,Oracle,Batrider,Mirana,Gyrocopter,Tiny
1933,Snapfire,Doom,Queen of Pain,Magnus,Slark,Phoenix,Clockwerk,Nature's Prophet,Wraith King,Ember Spirit
1934,Treant Protector,Anti-Mage,Snapfire,Puck,Night Stalker,Clockwerk,Venomancer,Legion Commander,Riki,Shadow Fiend
1935,Doom,Oracle,Tiny,Lifestealer,Zeus,Phoenix,Necrophos,Clockwerk,Gyrocopter,Razor
1936,Snapfire,Morphling,Treant Protector,Nature's Prophet,Slardar,Phoenix,Viper,Clockwerk,Necrophos,Spectre
1937,Clockwerk,Nature's Prophet,Spectre,Zeus,Enchantress,Venomancer,Chen,Terrorblade,Sand King,Void Spirit
1938,Tiny,Chen,Invoker,Anti-Mage,Puck,Vengeful Spirit,Shadow Fiend,Treant Protector,Terrorblade,Tidehunter
1939,Vengeful Spirit,Phoenix,Pangolier,Faceless Void,Silencer,Tiny,Magnus,Jakiro,Morphling,Beastmaster
1940,Earth Spirit,Batrider,Bane,Void Spirit,Drow Ranger,Vengeful Spirit,Tiny,Abaddon,Queen of Pain,Terrorblade
1941,Phoenix,Earth Spirit,Nature's Prophet,Anti-Mage,Pangolier,Jakiro,Void Spirit,Queen of Pain,Snapfire,Terrorblade
1942,Batrider,Tusk,Dragon Knight,Wraith King,Centaur Warrunner,Weaver,Abaddon,Io,Pangolier,Windranger
1943,Earthshaker,Morphling,Clockwerk,Mirana,Zeus,Tusk,Magnus,Batrider,Sven,Disruptor
1944,Elder Titan,Spectre,Rubick,Templar Assassin,Slardar,Tusk,Zeus,Omniknight,Sven,Huskar
1945,Disruptor,Mars,Io,Gyrocopter,Magnus,Phoenix,Void Spirit,Grimstroke,Juggernaut,Batrider
1946,Phoenix,Mars,Kunkka,Enigma,Nature's Prophet,Ogre Magi,Morphling,Earthshaker,Storm Spirit,Underlord
1947,Shadow Demon,Terrorblade,Bane,Mars,Earthshaker,Vengeful Spirit,Tiny,Pugna,Phantom Lancer,Storm Spirit
1948,Elder Titan,Mirana,Ember Spirit,Morphling,Sand King,Snapfire,Void Spirit,Abaddon,Terrorblade,Venomancer
1949,Mars,Shadow Demon,Lina,Naga Siren,Timbersaw,Enchantress,Clinkz,Tiny,Phantom Lancer,Underlord
1950,Earthshaker,Queen of Pain,Io,Gyrocopter,Doom,Vengeful Spirit,Rubick,Night Stalker,Kunkka,Drow Ranger
1951,Vengeful Spirit,Clinkz,Tusk,Lifestealer,Void Spirit,Mars,Shadow Demon,Io,Gyrocopter,Kunkka
1952,Phoenix,Treant Protector,Centaur Warrunner,Lina,Luna,Mirana,Tidehunter,Anti-Mage,Lich,Shadow Demon
1953,Shadow Demon,Mars,Io,Gyrocopter,Lina,Tiny,Morphling,Jakiro,Centaur Warrunner,Templar Assassin
1954,Mars,Terrorblade,Shadow Demon,Witch Doctor,Zeus,Vengeful Spirit,Mirana,Tidehunter,Phantom Lancer,Outworld Devourer
1955,Earthshaker,Anti-Mage,Ancient Apparition,Batrider,Doom,Phoenix,Mars,Shadow Shaman,Weaver,Ember Spirit
1956,Mars,Rubick,Silencer,Morphling,Lina,Phoenix,Treant Protector,Tidehunter,Invoker,Wraith King
1957,Nyx Assassin,Jakiro,Nature's Prophet,Ursa,Lina,Queen of Pain,Shadow Shaman,Rubick,Terrorblade,Abaddon
1958,Mars,Mirana,Void Spirit,Ancient Apparition,Monkey King,Phoenix,Bane,Morphling,Kunkka,Legion Commander
1959,Nyx Assassin,Dragon Knight,Terrorblade,Witch Doctor,Kunkka,Queen of Pain,Shadow Shaman,Chen,Arc Warden,Faceless Void
1960,Snapfire,Tiny,Ogre Magi,Bloodseeker,Phantom Lancer,Tusk,Nature's Prophet,Mirana,Doom,Earthshaker
1961,Witch Doctor,Spectre,Pangolier,Mars,Invoker,Abaddon,Nature's Prophet,Earthshaker,Morphling,Kunkka
1962,Doom,Disruptor,Clockwerk,Anti-Mage,Tidehunter,Jakiro,Sven,Zeus,Sand King,Legion Commander
1963,Phoenix,Faceless Void,Void Spirit,Tusk,Disruptor,Earthshaker,Queen of Pain,Oracle,Terrorblade,Enigma
1964,Io,Shadow Demon,Kunkka,Legion Commander,Invoker,Mars,Ancient Apparition,Dark Willow,Outworld Devourer,Spectre
1965,Phoenix,Clockwerk,Tiny,Lycan,Riki,Shadow Demon,Anti-Mage,Mirana,Mars,Tidehunter
1966,Vengeful Spirit,Medusa,Rubick,Clockwerk,Invoker,Shadow Demon,Terrorblade,Centaur Warrunner,Elder Titan,Mirana
1967,Vengeful Spirit,Earth Spirit,Pangolier,Arc Warden,Storm Spirit,Tiny,Terrorblade,Enchantress,Dark Seer,Invoker
1968,Tiny,Spectre,Witch Doctor,Magnus,Lina,Oracle,Batrider,Nyx Assassin,Invoker,Slark
1969,Tiny,Grimstroke,Shadow Fiend,Venomancer,Ember Spirit,Rubick,Magnus,Enchantress,Windranger,Juggernaut
1970,Tiny,Oracle,Sand King,Morphling,Zeus,Clockwerk,Nature's Prophet,Terrorblade,Enchantress,Visage
1971,Undying,Anti-Mage,Rubick,Tidehunter,Huskar,Warlock,Sand King,Puck,Faceless Void,Templar Assassin
1972,Earthshaker,Lifestealer,Jakiro,Beastmaster,Zeus,Tiny,Dark Seer,Ancient Apparition,Sven,Storm Spirit
1973,Dark Seer,Faceless Void,Jakiro,Spirit Breaker,Lina,Tiny,Magnus,Enchantress,Wraith King,Venomancer
1974,Dark Seer,Clockwerk,Io,Gyrocopter,Ursa,Phoenix,Faceless Void,Spirit Breaker,Grimstroke,Storm Spirit
1975,Crystal Maiden,Nyx Assassin,Venomancer,Juggernaut,Queen of Pain,Jakiro,Brewmaster,Vengeful Spirit,Lifestealer,Viper
1976,Phoenix,Bane,Brewmaster,Phantom Lancer,Zeus,Magnus,Rubick,Vengeful Spirit,Mirana,Medusa
1977,Ember Spirit,Keeper of the Light,Jakiro,Slark,Pangolier,Phoenix,Batrider,Bane,Faceless Void,Nature's Prophet
1978,Beastmaster,Rubick,Jakiro,Lina,Phantom Lancer,Winter Wyvern,Ember Spirit,Earth Spirit,Death Prophet,Dragon Knight
1979,Phoenix,Bane,Batrider,Kunkka,Anti-Mage,Weaver,Mars,Shadow Demon,Phantom Lancer,Viper
1980,Beastmaster,Weaver,Vengeful Spirit,Faceless Void,Lina,Phoenix,Bane,Pangolier,Terrorblade,Kunkka
1981,Nature's Prophet,Ember Spirit,Earth Spirit,Bloodseeker,Weaver,Queen of Pain,Batrider,Earthshaker,Slark,Tiny
1982,Undying,Dark Willow,Spectre,Clockwerk,Monkey King,Treant Protector,Lina,Tidehunter,Phantom Lancer,Ember Spirit
1983,Lina,Terrorblade,Tidehunter,Vengeful Spirit,Viper,Oracle,Treant Protector,Drow Ranger,Timbersaw,Storm Spirit
1984,Bloodseeker,Phoenix,Spirit Breaker,Anti-Mage,Void Spirit,Tiny,Lifestealer,Snapfire,Underlord,Slardar
1985,Phoenix,Morphling,Underlord,Enchantress,Tiny,Magnus,Mirana,Ancient Apparition,Sven,Legion Commander
