,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
1636,Pangolier,Ember Spirit,Keeper of the Light,Dazzle,Magnus,Mars,Puck,Lich,Lycan,Clinkz
1637,Ember Spirit,Lina,Oracle,Ursa,Clockwerk,Puck,Legion Commander,Bane,Lycan,Venomancer
1638,Ember Spirit,Dark Willow,Tiny,Batrider,Troll Warlord,Grimstroke,Ursa,Treant Protector,Abaddon,Storm Spirit
1639,Nature's Prophet,Skywrath Mage,Ursa,Underlord,Necrophos,Dragon Knight,Treant Protector,Rubick,Brewmaster,Queen of Pain
1640,Dragon Knight,Ancient Apparition,Tusk,Dazzle,Silencer,Ember Spirit,Clockwerk,Bane,Phantom Lancer,Enigma
1641,Clinkz,Tusk,Grimstroke,Bristleback,Kunkka,Elder Titan,Rubick,Riki,Batrider,Queen of Pain
1642,Keeper of the Light,Rubick,Ember Spirit,Venomancer,Troll Warlord,Nyx Assassin,Necrophos,Lich,Ursa,Razor
1643,Vengeful Spirit,Pangolier,Treant Protector,Sven,Pugna,Weaver,Rubick,Bloodseeker,Centaur Warrunner,Huskar
1644,Queen of Pain,Ogre Magi,Underlord,Phantom Lancer,Puck,Techies,Oracle,Centaur Warrunner,Anti-Mage,Ember Spirit
1645,Warlock,Centaur Warrunner,Pugna,Riki,Storm Spirit,Tusk,Winter Wyvern,Witch Doctor,Arc Warden,Lone Druid
1646,Grimstroke,Snapfire,Ursa,Night Stalker,Sniper,Lich,Earth Spirit,Phoenix,Troll Warlord,Tiny
1647,Phoenix,Troll Warlord,Oracle,Dark Willow,Shadow Fiend,Undying,Snapfire,Winter Wyvern,Morphling,Arc Warden
1648,Mars,Rubick,Oracle,Phantom Assassin,Windranger,Lich,Clockwerk,Anti-Mage,Nature's Prophet,Viper
1649,Dark Willow,Lina,Morphling,Night Stalker,Silencer,Bane,Grimstroke,Axe,Anti-Mage,Invoker
1650,Dark Willow,Dragon Knight,Grimstroke,Slark,Death Prophet,Underlord,Keeper of the Light,Luna,Ogre Magi,Sniper
1651,Dazzle,Axe,Disruptor,Slark,Timbersaw,Dark Willow,Dragon Knight,Grimstroke,Riki,Centaur Warrunner
1652,Ogre Magi,Bane,Lifestealer,Gyrocopter,Queen of Pain,Grimstroke,Lich,Windranger,Troll Warlord,Void Spirit
1653,Grimstroke,Bane,Slardar,Juggernaut,Razor,Lion,Dazzle,Tidehunter,Lifestealer,Arc Warden
1654,Beastmaster,Ancient Apparition,Earth Spirit,Riki,Ember Spirit,Nyx Assassin,Enchantress,Phantom Lancer,Underlord,Queen of Pain
1655,Rubick,Queen of Pain,Tusk,Sniper,Faceless Void,Grimstroke,Dragon Knight,Beastmaster,Phantom Assassin,Enigma
1656,Jakiro,Dragon Knight,Mirana,Terrorblade,Storm Spirit,Oracle,Rubick,Tidehunter,Faceless Void,Death Prophet
1657,Dragon Knight,Rubick,Lion,Morphling,Brewmaster,Oracle,Phoenix,Axe,Templar Assassin,Ember Spirit
1658,Earthshaker,Ember Spirit,Legion Commander,Lich,Morphling,Void Spirit,Shadow Demon,Treant Protector,Slark,Sand King
1659,Phoenix,Puck,Bristleback,Razor,Tusk,Grimstroke,Riki,Sniper,Axe,Viper
1660,Jakiro,Dragon Knight,Earthshaker,Luna,Legion Commander,Nature's Prophet,Viper,Clockwerk,Batrider,Spectre
1661,Puck,Bane,Clockwerk,Weaver,Monkey King,Queen of Pain,Earthshaker,Jakiro,Lycan,Dragon Knight
1662,Phoenix,Ember Spirit,Shadow Demon,Underlord,Spectre,Chen,Puck,Tiny,Slark,Enigma
1663,Nature's Prophet,Earthshaker,Morphling,Necrophos,Ember Spirit,Mars,Lich,Tusk,Spectre,Monkey King
1664,Ember Spirit,Enchantress,Rubick,Lone Druid,Shadow Demon,Earthshaker,Lich,Legion Commander,Necrophos,Bristleback
1665,Keeper of the Light,Mars,Sniper,Storm Spirit,Alchemist,Ember Spirit,Shadow Demon,Tiny,Spectre,Slardar
1666,Earthshaker,Batrider,Grimstroke,Bloodseeker,Storm Spirit,Void Spirit,Oracle,Gyrocopter,Keeper of the Light,Abaddon
1667,Phoenix,Earth Spirit,Spectre,Enchantress,Lycan,Ember Spirit,Nature's Prophet,Legion Commander,Tusk,Ursa
1668,Lich,Mars,Nyx Assassin,Slark,Templar Assassin,Tusk,Void Spirit,Shadow Demon,Riki,Slardar
1669,Grimstroke,Bristleback,Disruptor,Gyrocopter,Doom,Keeper of the Light,Tusk,Timbersaw,Pangolier,Nature's Prophet
1670,Phoenix,Sand King,Troll Warlord,Crystal Maiden,Windranger,Chen,Ursa,Vengeful Spirit,Pangolier,Invoker
1671,Morphling,Rubick,Lich,Lone Druid,Bristleback,Ursa,Grimstroke,Earth Spirit,Invoker,Centaur Warrunner
1672,Lich,Ursa,Tiny,Slardar,Storm Spirit,Rubick,Centaur Warrunner,Shadow Demon,Morphling,Silencer
1673,Mirana,Winter Wyvern,Monkey King,Tiny,Phantom Lancer,Chen,Tusk,Void Spirit,Morphling,Sand King
1674,Ogre Magi,Centaur Warrunner,Phoenix,Razor,Faceless Void,Ember Spirit,Keeper of the Light,Mirana,Morphling,Sand King
1675,Ember Spirit,Nature's Prophet,Tusk,Anti-Mage,Snapfire,Axe,Mirana,Sand King,Gyrocopter,Templar Assassin
1676,Oracle,Pangolier,Phoenix,Dragon Knight,Terrorblade,Mirana,Nature's Prophet,Clockwerk,Storm Spirit,Underlord
1677,Legion Commander,Dark Willow,Grimstroke,Shadow Fiend,Troll Warlord,Shadow Demon,Ursa,Clockwerk,Templar Assassin,Windranger
1678,Techies,Pangolier,Tusk,Leshrac,Broodmother,Nature's Prophet,Clockwerk,Rubick,Storm Spirit,Batrider
1679,Keeper of the Light,Bristleback,Treant Protector,Monkey King,Razor,Ember Spirit,Grimstroke,Mirana,Timbersaw,Windranger
1680,Grimstroke,Spirit Breaker,Void Spirit,Phantom Lancer,Weaver,Keeper of the Light,Clockwerk,Beastmaster,Tiny,Alchemist
1681,Shadow Demon,Nyx Assassin,Puck,Slark,Viper,Ember Spirit,Snapfire,Tusk,Dragon Knight,Naga Siren
1682,Pangolier,Phoenix,Rubick,Dragon Knight,Morphling,Pugna,Grimstroke,Riki,Centaur Warrunner,Necrophos
1683,Winter Wyvern,Lycan,Dazzle,Slark,Tiny,Mirana,Clockwerk,Ursa,Tidehunter,Leshrac
1684,Phoenix,Queen of Pain,Oracle,Troll Warlord,Centaur Warrunner,Mirana,Bane,Dragon Knight,Templar Assassin,Weaver
1685,Grimstroke,Rubick,Pangolier,Anti-Mage,Kunkka,Oracle,Mirana,Dragon Knight,Morphling,Slardar
1686,Ember Spirit,Mirana,Ancient Apparition,Faceless Void,Shadow Fiend,Oracle,Void Spirit,Morphling,Rubick,Templar Assassin
1687,Clockwerk,Lich,Queen of Pain,Shadow Fiend,Riki,Grimstroke,Pangolier,Venomancer,Dragon Knight,Phantom Lancer
1688,Oracle,Earthshaker,Legion Commander,Slark,Razor,Io,Gyrocopter,Rubick,Dragon Knight,Windranger
1689,Skywrath Mage,Clockwerk,Batrider,Lone Druid,Mirana,Gyrocopter,Io,Kunkka,Windranger,Legion Commander
1690,Mars,Mirana,Witch Doctor,Templar Assassin,Wraith King,Bane,Rubick,Centaur Warrunner,Lifestealer,Storm Spirit
1691,Grimstroke,Pangolier,Ursa,Bounty Hunter,Queen of Pain,Shadow Demon,Mirana,Legion Commander,Troll Warlord,Viper
1692,Ember Spirit,Treant Protector,Rubick,Clockwerk,Riki,Legion Commander,Grimstroke,Skywrath Mage,Shadow Fiend,Phantom Lancer
1693,Ember Spirit,Abaddon,Kunkka,Spectre,Shadow Fiend,Grimstroke,Rubick,Legion Commander,Monkey King,Templar Assassin
1694,Oracle,Mars,Lina,Naga Siren,Shadow Fiend,Mirana,Abaddon,Slark,Puck,Enigma
1695,Ember Spirit,Legion Commander,Ancient Apparition,Outworld Devourer,Wraith King,Oracle,Mirana,Necrophos,Kunkka,Faceless Void
1696,Tusk,Clinkz,Ursa,Crystal Maiden,Storm Spirit,Oracle,Mirana,Terrorblade,Necrophos,Queen of Pain
1697,Timbersaw,Earthshaker,Lich,Wraith King,Queen of Pain,Ember Spirit,Grimstroke,Ursa,Rubick,Necrophos
1698,Bane,Sniper,Beastmaster,Naga Siren,Timbersaw,Pangolier,Clockwerk,Chen,Troll Warlord,Kunkka
1699,Shadow Demon,Shadow Fiend,Puck,Abaddon,Spectre,Grimstroke,Ember Spirit,Mirana,Templar Assassin,Monkey King
1700,Grimstroke,Clockwerk,Venomancer,Dragon Knight,Anti-Mage,Bane,Centaur Warrunner,Mirana,Storm Spirit,Drow Ranger
1701,Pangolier,Rubick,Grimstroke,Lycan,Templar Assassin,Oracle,Ursa,Mirana,Kunkka,Mars
1702,Timbersaw,Earthshaker,Shadow Demon,Troll Warlord,Leshrac,Grimstroke,Ember Spirit,Ursa,Rubick,Venomancer
1703,Grimstroke,Legion Commander,Zeus,Phantom Lancer,Storm Spirit,Bane,Mirana,Ursa,Clockwerk,Dragon Knight
1704,Keeper of the Light,Clockwerk,Legion Commander,Wraith King,Queen of Pain,Ember Spirit,Treant Protector,Mirana,Death Prophet,Lifestealer
1705,Pangolier,Oracle,Ursa,Razor,Batrider,Bane,Clockwerk,Bristleback,Gyrocopter,Windranger
1706,Void Spirit,Rubick,Oracle,Ursa,Slardar,Bane,Lina,Legion Commander,Juggernaut,Templar Assassin
1707,Keeper of the Light,Gyrocopter,Rubick,Monkey King,Legion Commander,Ember Spirit,Grimstroke,Oracle,Ursa,Razor
1708,Nature's Prophet,Tusk,Earth Spirit,Windranger,Nyx Assassin,Centaur Warrunner,Sniper,Lich,Troll Warlord,Queen of Pain
1709,Shadow Demon,Clockwerk,Gyrocopter,Underlord,Kunkka,Bane,Pugna,Phantom Lancer,Night Stalker,Outworld Devourer
1710,Dragon Knight,Ogre Magi,Grimstroke,Slark,Storm Spirit,Keeper of the Light,Tidehunter,Clockwerk,Outworld Devourer,Lycan
1711,Centaur Warrunner,Rubick,Shadow Demon,Necrophos,Morphling,Mars,Ogre Magi,Dragon Knight,Lina,Storm Spirit
1712,Ember Spirit,Grimstroke,Ogre Magi,Wraith King,Death Prophet,Void Spirit,Mirana,Disruptor,Naga Siren,Batrider
1713,Ember Spirit,Snapfire,Weaver,Axe,Queen of Pain,Mars,Phoenix,Ogre Magi,Morphling,Invoker
1714,Lich,Grimstroke,Pangolier,Ember Spirit,Morphling,Gyrocopter,Treant Protector,Winter Wyvern,Phoenix,Clinkz
1715,Silencer,Vengeful Spirit,Dazzle,Necrophos,Weaver,Axe,Lich,Grimstroke,Lycan,Juggernaut
1716,Io,Mars,Lina,Slark,Void Spirit,Visage,Treant Protector,Gyrocopter,Axe,Queen of Pain
1717,Mirana,Bane,Sand King,Lifestealer,Ember Spirit,Void Spirit,Shadow Demon,Dark Willow,Luna,Morphling
1718,Lich,Grimstroke,Legion Commander,Nature's Prophet,Slark,Visage,Centaur Warrunner,Keeper of the Light,Necrophos,Gyrocopter
1719,Nyx Assassin,Queen of Pain,Jakiro,Timbersaw,Slark,Bane,Mirana,Mars,Night Stalker,Luna
1720,Clockwerk,Phoenix,Puck,Medusa,Shadow Demon,Bane,Queen of Pain,Earthshaker,Timbersaw,Terrorblade
1721,Void Spirit,Jakiro,Tusk,Night Stalker,Alchemist,Ember Spirit,Earthshaker,Lich,Naga Siren,Phoenix
1722,Mars,Queen of Pain,Lich,Juggernaut,Kunkka,Nyx Assassin,Beastmaster,Bane,Lina,Faceless Void
1723,Vengeful Spirit,Chen,Luna,Puck,Legion Commander,Nyx Assassin,Beastmaster,Queen of Pain,Jakiro,Slark
1724,Ember Spirit,Grimstroke,Io,Gyrocopter,Tidehunter,Phoenix,Mars,Lich,Queen of Pain,Monkey King
1725,Ember Spirit,Enchantress,Pugna,Kunkka,Abaddon,Beastmaster,Grimstroke,Mirana,Nyx Assassin,Wraith King
1726,Phoenix,Pangolier,Jakiro,Kunkka,Terrorblade,Dragon Knight,Lich,Centaur Warrunner,Rubick,Morphling
1727,Phoenix,Dragon Knight,Mars,Lina,Outworld Devourer,Ember Spirit,Grimstroke,Undying,Doom,Faceless Void
1728,Mirana,Void Spirit,Clinkz,Ogre Magi,Kunkka,Phoenix,Beastmaster,Lich,Lycan,Lina
1729,Ember Spirit,Witch Doctor,Phoenix,Dazzle,Shadow Fiend,Nature's Prophet,Earthshaker,Morphling,Undying,Queen of Pain
1730,Nature's Prophet,Rubick,Grimstroke,Morphling,Kunkka,Phoenix,Ember Spirit,Legion Commander,Lich,Naga Siren
1731,Phoenix,Nyx Assassin,Pangolier,Lifestealer,Puck,Ember Spirit,Keeper of the Light,Legion Commander,Skywrath Mage,Templar Assassin
1732,Phoenix,Juggernaut,Mirana,Abaddon,Storm Spirit,Mars,Ember Spirit,Lich,Venomancer,Templar Assassin
1733,Earthshaker,Ursa,Oracle,Beastmaster,Kunkka,Phoenix,Ember Spirit,Pugna,Lycan,Enchantress
1734,Centaur Warrunner,Bane,Ursa,Rubick,Lina,Phoenix,Oracle,Beastmaster,Monkey King,Queen of Pain
1735,Bane,Venomancer,Monkey King,Storm Spirit,Legion Commander,Phoenix,Centaur Warrunner,Oracle,Queen of Pain,Troll Warlord
1736,Snapfire,Skywrath Mage,Ursa,Mars,Bounty Hunter,Bane,Nyx Assassin,Enigma,Riki,Magnus
1737,Keeper of the Light,Chen,Elder Titan,Riki,Death Prophet,Abaddon,Earthshaker,Crystal Maiden,Templar Assassin,Bounty Hunter
1738,Clockwerk,Lich,Lifestealer,Rubick,Storm Spirit,Void Spirit,Phoenix,Witch Doctor,Centaur Warrunner,Ursa
1739,Centaur Warrunner,Rubick,Shadow Demon,Lycan,Templar Assassin,Bane,Clockwerk,Ursa,Clinkz,Monkey King
1740,Treant Protector,Shadow Demon,Pugna,Lycan,Underlord,Legion Commander,Skywrath Mage,Bane,Riki,Kunkka
1741,Abaddon,Grimstroke,Lich,Queen of Pain,Troll Warlord,Snapfire,Ogre Magi,Tusk,Morphling,Puck
1742,Grimstroke,Pangolier,Mirana,Riki,Storm Spirit,Ember Spirit,Bane,Skywrath Mage,Legion Commander,Queen of Pain
1743,Chen,Rubick,Grimstroke,Ursa,Pugna,Vengeful Spirit,Abaddon,Necrophos,Centaur Warrunner,Storm Spirit
1744,Mars,Bane,Rubick,Naga Siren,Shadow Fiend,Grimstroke,Snapfire,Beastmaster,Wraith King,Templar Assassin
1745,Lich,Beastmaster,Skywrath Mage,Templar Assassin,Slark,Earth Spirit,Ogre Magi,Dragon Knight,Clinkz,Pugna
1746,Shadow Demon,Centaur Warrunner,Oracle,Phantom Lancer,Lina,Abaddon,Ember Spirit,Venomancer,Drow Ranger,Beastmaster
1747,Lich,Timbersaw,Puck,Juggernaut,Queen of Pain,Bane,Clockwerk,Gyrocopter,Phoenix,Templar Assassin
1748,Mars,Venomancer,Bane,Terrorblade,Puck,Centaur Warrunner,Ursa,Rubick,Warlock,Shadow Fiend
1749,Lich,Necrophos,Nyx Assassin,Phantom Lancer,Leshrac,Skywrath Mage,Ogre Magi,Troll Warlord,Beastmaster,Invoker
1750,Lich,Ursa,Grimstroke,Abaddon,Dragon Knight,Centaur Warrunner,Skywrath Mage,Shadow Demon,Troll Warlord,Queen of Pain
1751,Bane,Ember Spirit,Disruptor,Visage,Axe,Centaur Warrunner,Lich,Rubick,Ursa,Razor
1752,Keeper of the Light,Pangolier,Legion Commander,Naga Siren,Batrider,Nyx Assassin,Necrophos,Bane,Ursa,Queen of Pain
1753,Rubick,Pangolier,Grimstroke,Terrorblade,Kunkka,Bane,Centaur Warrunner,Venomancer,Phantom Assassin,Razor
1754,Earthshaker,Sand King,Chen,Slark,Storm Spirit,Bane,Centaur Warrunner,Ember Spirit,Venomancer,Shadow Fiend
1755,Mars,Lich,Rubick,Anti-Mage,Storm Spirit,Phoenix,Pangolier,Bane,Morphling,Dragon Knight
1756,Mars,Bane,Lina,Troll Warlord,Leshrac,Pangolier,Dazzle,Disruptor,Phantom Lancer,Kunkka
1757,Ancient Apparition,Rubick,Phantom Lancer,Sand King,Necrophos,Bane,Beastmaster,Lina,Troll Warlord,Queen of Pain
1758,Mars,Lina,Nature's Prophet,Slark,Leshrac,Bane,Centaur Warrunner,Rubick,Dragon Knight,Queen of Pain
1759,Skywrath Mage,Pangolier,Grimstroke,Legion Commander,Lifestealer,Mars,Keeper of the Light,Sniper,Bristleback,Shadow Fiend
1760,Dragon Knight,Oracle,Tusk,Phoenix,Weaver,Centaur Warrunner,Razor,Venomancer,Lich,Slark
1761,Centaur Warrunner,Ancient Apparition,Phoenix,Kunkka,Anti-Mage,Dragon Knight,Disruptor,Venomancer,Templar Assassin,Beastmaster
1762,Pugna,Clockwerk,Bane,Faceless Void,Outworld Devourer,Earth Spirit,Grimstroke,Batrider,Ember Spirit,Storm Spirit
1763,Dragon Knight,Pugna,Dazzle,Witch Doctor,Phantom Lancer,Keeper of the Light,Bristleback,Venomancer,Templar Assassin,Centaur Warrunner
1764,Timbersaw,Earthshaker,Slark,Lich,Void Spirit,Mars,Rubick,Lion,Bloodseeker,Leshrac
1765,Death Prophet,Shadow Demon,Ember Spirit,Bane,Venomancer,Mars,Pugna,Disruptor,Faceless Void,Shadow Fiend
1766,Pugna,Puck,Dragon Knight,Centaur Warrunner,Storm Spirit,Clockwerk,Ember Spirit,Nature's Prophet,Clinkz,Nyx Assassin
1767,Grimstroke,Ember Spirit,Spirit Breaker,Dark Seer,Phantom Lancer,Lich,Templar Assassin,Beastmaster,Venomancer,Anti-Mage
1768,Pangolier,Oracle,Slark,Batrider,Invoker,Void Spirit,Grimstroke,Puck,Disruptor,Faceless Void
1769,Nature's Prophet,Tusk,Dragon Knight,Rubick,Centaur Warrunner,Grimstroke,Pangolier,Terrorblade,Batrider,Queen of Pain
1770,Ogre Magi,Silencer,Lone Druid,Storm Spirit,Anti-Mage,Snapfire,Mars,Dazzle,Ursa,Void Spirit
1771,Underlord,Rubick,Witch Doctor,Juggernaut,Monkey King,Oracle,Clockwerk,Kunkka,Axe,Anti-Mage
1772,Ogre Magi,Earthshaker,Medusa,Abaddon,Morphling,Nature's Prophet,Techies,Pugna,Earth Spirit,Juggernaut
1773,Pangolier,Rubick,Elder Titan,Puck,Luna,Bane,Troll Warlord,Brewmaster,Snapfire,Zeus
1774,Phoenix,Bane,Ursa,Tusk,Mars,Pangolier,Rubick,Jakiro,Luna,Kunkka
1775,Void Spirit,Witch Doctor,Tiny,Ursa,Shadow Fiend,Night Stalker,Skywrath Mage,Undying,Puck,Gyrocopter
1776,Pugna,Snapfire,Anti-Mage,Dragon Knight,Vengeful Spirit,Oracle,Chen,Invoker,Terrorblade,Viper
1777,Tusk,Warlock,Windranger,Alchemist,Shadow Fiend,Jakiro,Phoenix,Dragon Knight,Spectre,Pangolier
1778,Nature's Prophet,Tusk,Enchantress,Riki,Queen of Pain,Jakiro,Puck,Beastmaster,Ursa,Dragon Knight
1779,Shadow Demon,Legion Commander,Skywrath Mage,Dragon Knight,Phantom Lancer,Mirana,Clockwerk,Lifestealer,Centaur Warrunner,Templar Assassin
1780,Mars,Skywrath Mage,Abaddon,Troll Warlord,Storm Spirit,Void Spirit,Bane,Disruptor,Lifestealer,Tidehunter
1781,Death Prophet,Bane,Sniper,Pangolier,Legion Commander,Phoenix,Mars,Oracle,Queen of Pain,Morphling
1782,Ember Spirit,Grimstroke,Clockwerk,Slark,Venomancer,Mars,Bane,Disruptor,Dragon Knight,Visage
1783,Phoenix,Riki,Grimstroke,Shadow Fiend,Enigma,Mars,Shadow Demon,Death Prophet,Mirana,Bristleback
1784,Keeper of the Light,Winter Wyvern,Dragon Knight,Storm Spirit,Enigma,Ember Spirit,Elder Titan,Shadow Demon,Void Spirit,Gyrocopter
1785,Keeper of the Light,Troll Warlord,Clockwerk,Nature's Prophet,Storm Spirit,Bane,Pangolier,Sniper,Gyrocopter,Dragon Knight
1786,Void Spirit,Rubick,Phoenix,Tidehunter,Chaos Knight,Ember Spirit,Mars,Bane,Mirana,Dragon Knight
1787,Lich,Juggernaut,Skywrath Mage,Bounty Hunter,Storm Spirit,Keeper of the Light,Pangolier,Dragon Knight,Tusk,Queen of Pain
1788,Bristleback,Ancient Apparition,Tusk,Monkey King,Templar Assassin,Keeper of the Light,Legion Commander,Nyx Assassin,Storm Spirit,Gyrocopter
1789,Rubick,Underlord,Shadow Demon,Naga Siren,Queen of Pain,Keeper of the Light,Dragon Knight,Disruptor,Pangolier,Zeus
1790,Dragon Knight,Ancient Apparition,Earth Spirit,Shadow Fiend,Chaos Knight,Keeper of the Light,Nature's Prophet,Nyx Assassin,Venomancer,Storm Spirit
1791,Grimstroke,Mirana,Legion Commander,Chaos Knight,Necrophos,Ember Spirit,Jakiro,Bounty Hunter,Dragon Knight,Tidehunter
1792,Dragon Knight,Ogre Magi,Rubick,Legion Commander,Queen of Pain,Mars,Ancient Apparition,Phoenix,Wraith King,Pangolier
1793,Keeper of the Light,Nature's Prophet,Axe,Windranger,Storm Spirit,Ancient Apparition,Dragon Knight,Pangolier,Lifestealer,Underlord
1794,Queen of Pain,Phoenix,Kunkka,Ancient Apparition,Faceless Void,Earthshaker,Dragon Knight,Disruptor,Necrophos,Riki
1795,Dragon Knight,Phantom Lancer,Crystal Maiden,Elder Titan,Void Spirit,Beastmaster,Vengeful Spirit,Mirana,Medusa,Ursa
1796,Centaur Warrunner,Windranger,Grimstroke,Monkey King,Huskar,Treant Protector,Mirana,Dragon Knight,Queen of Pain,Sand King
1797,Nature's Prophet,Tusk,Pugna,Pangolier,Shadow Demon,Kunkka,Skywrath Mage,Troll Warlord,Lich,Storm Spirit
1798,Tusk,Nature's Prophet,Lich,Juggernaut,Void Spirit,Clinkz,Jakiro,Batrider,Phantom Lancer,Queen of Pain
1799,Crystal Maiden,Treant Protector,Ursa,Pugna,Necrophos,Mars,Phoenix,Skywrath Mage,Lycan,Storm Spirit
1800,Tusk,Nature's Prophet,Lich,Bristleback,Queen of Pain,Earth Spirit,Lone Druid,Winter Wyvern,Lycan,Kunkka
1801,Ancient Apparition,Ember Spirit,Bounty Hunter,Tusk,Death Prophet,Treant Protector,Sniper,Riki,Oracle,Troll Warlord
1802,Nature's Prophet,Treant Protector,Invoker,Spectre,Skywrath Mage,Mars,Queen of Pain,Jakiro,Tiny,Batrider
1803,Queen of Pain,Tiny,Ancient Apparition,Anti-Mage,Dazzle,Nyx Assassin,Winter Wyvern,Dragon Knight,Storm Spirit,Clinkz
1804,Queen of Pain,Clockwerk,Silencer,Alchemist,Kunkka,Oracle,Enigma,Puck,Phantom Lancer,Huskar
1805,Void Spirit,Grimstroke,Earth Spirit,Batrider,Faceless Void,Chen,Puck,Morphling,Earthshaker,Legion Commander
1806,Queen of Pain,Mars,Morphling,Earthshaker,Timbersaw,Enigma,Oracle,Night Stalker,Riki,Dragon Knight
1807,Queen of Pain,Grimstroke,Clockwerk,Timbersaw,Alchemist,Ogre Magi,Sniper,Nature's Prophet,Winter Wyvern,Morphling
1808,Bane,Tiny,Puck,Ember Spirit,Void Spirit,Rubick,Underlord,Disruptor,Phantom Lancer,Huskar
1809,Oracle,Treant Protector,Nature's Prophet,Phantom Lancer,Queen of Pain,Winter Wyvern,Bane,Weaver,Ember Spirit,Magnus
1810,Winter Wyvern,Venomancer,Brewmaster,Riki,Broodmother,Nature's Prophet,Oracle,Abaddon,Monkey King,Pugna
1811,Oracle,Zeus,Mars,Faceless Void,Ember Spirit,Bane,Tusk,Weaver,Phantom Lancer,Void Spirit
1812,Weaver,Mirana,Earthshaker,Naga Siren,Death Prophet,Pugna,Vengeful Spirit,Beastmaster,Wraith King,Queen of Pain
1813,Earthshaker,Windranger,Disruptor,Slark,Ember Spirit,Vengeful Spirit,Bane,Centaur Warrunner,Bloodseeker,Tinker
1814,Grimstroke,Lich,Doom,Phantom Lancer,Void Spirit,Mars,Phoenix,Oracle,Wraith King,Shadow Fiend
1815,Snapfire,Centaur Warrunner,Witch Doctor,Juggernaut,Silencer,Phoenix,Mars,Grimstroke,Slark,Storm Spirit
1816,Timbersaw,Earthshaker,Snapfire,Pugna,Faceless Void,Ember Spirit,Keeper of the Light,Rubick,Necrophos,Spectre
1817,Nature's Prophet,Legion Commander,Oracle,Slark,Anti-Mage,Batrider,Wraith King,Winter Wyvern,Tidehunter,Shadow Fiend
1818,Ember Spirit,Faceless Void,Grimstroke,Treant Protector,Luna,Lich,Riki,Centaur Warrunner,Tiny,Sniper
1819,Grimstroke,Lich,Pangolier,Faceless Void,Invoker,Witch Doctor,Clockwerk,Beastmaster,Wraith King,Templar Assassin
1820,Ogre Magi,Grimstroke,Centaur Warrunner,Bloodseeker,Legion Commander,Anti-Mage,Lich,Timbersaw,Bounty Hunter,Nature's Prophet
1821,Ogre Magi,Silencer,Necrophos,Anti-Mage,Medusa,Keeper of the Light,Ursa,Mirana,Nature's Prophet,Invoker
1822,Grimstroke,Vengeful Spirit,Sand King,Faceless Void,Viper,Disruptor,Ursa,Lina,Beastmaster,Templar Assassin
1823,Tusk,Phantom Lancer,Lich,Queen of Pain,Legion Commander,Batrider,Earth Spirit,Timbersaw,Troll Warlord,Puck
1824,Timbersaw,Tusk,Nature's Prophet,Phoenix,Riki,Monkey King,Oracle,Earth Spirit,Pugna,Gyrocopter
1825,Keeper of the Light,Tiny,Death Prophet,Riki,Queen of Pain,Ember Spirit,Oracle,Pangolier,Dark Willow,Anti-Mage
1826,Nature's Prophet,Tiny,Oracle,Monkey King,Leshrac,Void Spirit,Mirana,Elder Titan,Riki,Shadow Fiend
1827,Viper,Axe,Snapfire,Naga Siren,Storm Spirit,Nature's Prophet,Earth Spirit,Chen,Wraith King,Death Prophet
1828,Shadow Demon,Undying,Centaur Warrunner,Slark,Templar Assassin,Disruptor,Pangolier,Juggernaut,Weaver,Silencer
1829,Slardar,Lion,Lich,Viper,Invoker,Ancient Apparition,Bristleback,Keeper of the Light,Sven,Queen of Pain
1830,Legion Commander,Skywrath Mage,Bane,Queen of Pain,Anti-Mage,Lich,Grimstroke,Abaddon,Riki,Outworld Devourer
1831,Dazzle,Treant Protector,Centaur Warrunner,Slark,Viper,Snapfire,Mars,Undying,Bristleback,Death Prophet
1832,Ogre Magi,Leshrac,Lycan,Shadow Demon,Windranger,Lion,Phoenix,Pangolier,Ursa,Shadow Fiend
1833,Nature's Prophet,Clinkz,Beastmaster,Queen of Pain,Rubick,Chen,Vengeful Spirit,Treant Protector,Drow Ranger,Invoker
1834,Oracle,Centaur Warrunner,Ursa,Grimstroke,Lina,Ember Spirit,Keeper of the Light,Shadow Demon,Riki,Leshrac
1835,Void Spirit,Mars,Ancient Apparition,Lion,Ursa,Oracle,Monkey King,Mirana,Tidehunter,Storm Spirit
1836,Disruptor,Spectre,Clockwerk,Queen of Pain,Venomancer,Ogre Magi,Leshrac,Shadow Shaman,Necrophos,Puck
1837,Queen of Pain,Earthshaker,Mars,Nature's Prophet,Shadow Shaman,Ember Spirit,Rubick,Grimstroke,Juggernaut,Lina
1838,Warlock,Axe,Phantom Lancer,Necrophos,Io,Void Spirit,Ogre Magi,Clinkz,Timbersaw,Leshrac
1839,Jakiro,Invoker,Phoenix,Slardar,Morphling,Legion Commander,Ogre Magi,Void Spirit,Clinkz,Rubick
1840,Ember Spirit,Keeper of the Light,Nature's Prophet,Storm Spirit,Crystal Maiden,Queen of Pain,Ogre Magi,Shadow Demon,Naga Siren,Batrider
1841,Rubick,Ogre Magi,Queen of Pain,Ursa,Batrider,Crystal Maiden,Tiny,Timbersaw,Lina,Lycan
